"id","parent_id:id","code","name"
"nace_77_39","nace_77_3","77.39","Rental and leasing of other machinery, equipment and tangible goods n.e.c."
"nace_77_4","nace_77","77.4","Leasing of intellectual property and similar products, except copyrighted works"
"nace_77_40","nace_77_4","77.40","Leasing of intellectual property and similar products, except copyrighted works"
"nace_78","nace_N","78","Employment activities"
"nace_78_1","nace_78","78.1","Activities of employment placement agencies"
"nace_78_10","nace_78_1","78.10","Activities of employment placement agencies"
"nace_78_2","nace_78","78.2","Temporary employment agency activities"
"nace_78_20","nace_78_2","78.20","Temporary employment agency activities"
"nace_78_3","nace_78","78.3","Other human resources provision"
"nace_78_30","nace_78_3","78.30","Other human resources provision"
"nace_79","nace_N","79","Travel agency, tour operator and other reservation service and related activities"
"nace_79_1","nace_79","79.1","Travel agency and tour operator activities"
"nace_79_11","nace_79_1","79.11","Travel agency activities"
"nace_79_12","nace_79_1","79.12","Tour operator activities"
"nace_79_9","nace_79","79.9","Other reservation service and related activities"
"nace_79_90","nace_79_9","79.90","Other reservation service and related activities"
"nace_80","nace_N","80","Security and investigation activities"
"nace_80_1","nace_80","80.1","Private security activities"
"nace_80_10","nace_80_1","80.10","Private security activities"
"nace_80_2","nace_80","80.2","Security systems service activities"
"nace_80_20","nace_80_2","80.20","Security systems service activities"
"nace_80_3","nace_80","80.3","Investigation activities"
"nace_80_30","nace_80_3","80.30","Investigation activities"
"nace_81","nace_N","81","Services to buildings and landscape activities"
"nace_81_1","nace_81","81.1","Combined facilities support activities"
"nace_81_10","nace_81_1","81.10","Combined facilities support activities"
"nace_81_2","nace_81","81.2","Cleaning activities"
"nace_81_21","nace_81_2","81.21","General cleaning of buildings"
"nace_81_22","nace_81_2","81.22","Other building and industrial cleaning activities"
"nace_81_29","nace_81_2","81.29","Other cleaning activities"
"nace_81_3","nace_81","81.3","Landscape service activities"
"nace_81_30","nace_81_3","81.30","Landscape service activities"
"nace_82","nace_N","82","Office administrative, office support and other business support activities"
"nace_82_1","nace_82","82.1","Office administrative and support activities"
"nace_82_11","nace_82_1","82.11","Combined office administrative service activities"
"nace_82_19","nace_82_1","82.19","Photocopying, document preparation and other specialised office support activities"
"nace_82_2","nace_82","82.2","Activities of call centres"
"nace_82_20","nace_82_2","82.20","Activities of call centres"
"nace_82_3","nace_82","82.3","Organisation of conventions and trade shows"
"nace_82_30","nace_82_3","82.30","Organisation of conventions and trade shows"
"nace_82_9","nace_82","82.9","Business support service activities n.e.c."
"nace_82_91","nace_82_9","82.91","Activities of collection agencies and credit bureaus"
"nace_82_92","nace_82_9","82.92","Packaging activities"
"nace_82_99","nace_82_9","82.99","Other business support service activities n.e.c."
"nace_O","nace_root","O","PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY"
"nace_84","nace_O","84","Public administration and defence; compulsory social security"
"nace_84_1","nace_84","84.1","Administration of the State and the economic and social policy of the community"
"nace_84_11","nace_84_1","84.11","General public administration activities"
"nace_84_12","nace_84_1","84.12","Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security"
"nace_84_13","nace_84_1","84.13","Regulation of and contribution to more efficient operation of businesses"
"nace_84_2","nace_84","84.2","Provision of services to the community as a whole"
"nace_84_21","nace_84_2","84.21","Foreign affairs"
"nace_84_22","nace_84_2","84.22","Defence activities"
"nace_84_23","nace_84_2","84.23","Justice and judicial activities"
"nace_84_24","nace_84_2","84.24","Public order and safety activities"
"nace_84_25","nace_84_2","84.25","Fire service activities"
"nace_84_3","nace_84","84.3","Compulsory social security activities"
"nace_84_30","nace_84_3","84.30","Compulsory social security activities"
"nace_P","nace_root","P","EDUCATION"
"nace_85","nace_P","85","Education"
"nace_85_1","nace_85","85.1","Pre-primary education"
"nace_85_10","nace_85_1","85.10","Pre-primary education "
"nace_85_2","nace_85","85.2","Primary education"
"nace_85_20","nace_85_2","85.20","Primary education "
"nace_85_3","nace_85","85.3","Secondary education"
"nace_85_31","nace_85_3","85.31","General secondary education "
"nace_85_32","nace_85_3","85.32","Technical and vocational secondary education "
"nace_85_4","nace_85","85.4","Higher education"
"nace_85_41","nace_85_4","85.41","Post-secondary non-tertiary education"
"nace_85_42","nace_85_4","85.42","Tertiary education"
"nace_85_5","nace_85","85.5","Other education"
"nace_85_51","nace_85_5","85.51","Sports and recreation education"
"nace_85_52","nace_85_5","85.52","Cultural education"
"nace_85_53","nace_85_5","85.53","Driving school activities"
"nace_85_59","nace_85_5","85.59","Other education n.e.c."
"nace_85_6","nace_85","85.6","Educational support activities"
"nace_85_60","nace_85_6","85.60","Educational support activities"
"nace_Q","nace_root","Q","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES"
"nace_86","nace_Q","86","Human health activities"
"nace_86_1","nace_86","86.1","Hospital activities"
"nace_86_10","nace_86_1","86.10","Hospital activities"
"nace_86_2","nace_86","86.2","Medical and dental practice activities"
"nace_86_21","nace_86_2","86.21","General medical practice activities"
"nace_86_22","nace_86_2","86.22","Specialist medical practice activities"
"nace_86_23","nace_86_2","86.23","Dental practice activities"
"nace_86_9","nace_86","86.9","Other human health activities"
"nace_86_90","nace_86_9","86.90","Other human health activities"
"nace_87","nace_Q","87","Residential care activities"
"nace_87_1","nace_87","87.1","Residential nursing care activities"
"nace_87_10","nace_87_1","87.10","Residential nursing care activities"
"nace_87_2","nace_87","87.2","Residential care activities for mental retardation, mental health and substance abuse"
"nace_87_20","nace_87_2","87.20","Residential care activities for mental retardation, mental health and substance abuse"
"nace_87_3","nace_87","87.3","Residential care activities for the elderly and disabled"
"nace_87_30","nace_87_3","87.30","Residential care activities for the elderly and disabled"
"nace_87_9","nace_87","87.9","Other residential care activities"
"nace_87_90","nace_87_9","87.90","Other residential care activities"
"nace_88","nace_Q","88","Social work activities without accommodation"
"nace_88_1","nace_88","88.1","Social work activities without accommodation for the elderly and disabled"
"nace_88_10","nace_88_1","88.10","Social work activities without accommodation for the elderly and disabled"
"nace_88_9","nace_88","88.9","Other social work activities without accommodation"
"nace_88_91","nace_88_9","88.91","Child day-care activities"
"nace_88_99","nace_88_9","88.99","Other social work activities without accommodation n.e.c."
"nace_R","nace_root","R","ARTS, ENTERTAINMENT AND RECREATION"
"nace_90","nace_R","90","Creative, arts and entertainment activities"
"nace_90_0","nace_90","90.0","Creative, arts and entertainment activities"
"nace_90_01","nace_90_0","90.01","Performing arts"
"nace_90_02","nace_90_0","90.02","Support activities to performing arts"
"nace_90_03","nace_90_0","90.03","Artistic creation"
"nace_90_04","nace_90_0","90.04","Operation of arts facilities"
"nace_91","nace_R","91","Libraries, archives, museums and other cultural activities"
"nace_91_0","nace_91","91.0","Libraries, archives, museums and other cultural activities"
"nace_91_01","nace_91_0","91.01","Library and archives activities"
"nace_91_02","nace_91_0","91.02","Museums activities"
"nace_91_03","nace_91_0","91.03","Operation of historical sites and buildings and similar visitor attractions"
"nace_91_04","nace_91_0","91.04","Botanical and zoological gardens and nature reserves activities"
"nace_92","nace_R","92","Gambling and betting activities"
"nace_92_0","nace_92","92.0","Gambling and betting activities"
"nace_92_00","nace_92_0","92.00","Gambling and betting activities"
"nace_93","nace_R","93","Sports activities and amusement and recreation activities"
"nace_93_1","nace_93","93.1","Sports activities"
"nace_93_11","nace_93_1","93.11","Operation of sports facilities"
"nace_93_12","nace_93_1","93.12","Activities of sports clubs"
"nace_93_13","nace_93_1","93.13","Fitness facilities"
"nace_93_19","nace_93_1","93.19","Other sports activities"
"nace_93_2","nace_93","93.2","Amusement and recreation activities"
"nace_93_21","nace_93_2","93.21","Activities of amusement parks and theme parks"
"nace_93_29","nace_93_2","93.29","Other amusement and recreation activities"
"nace_S","nace_root","S","OTHER SERVICE ACTIVITIES"
"nace_94","nace_S","94","Activities of membership organisations"
"nace_94_1","nace_94","94.1","Activities of business, employers and professional membership organisations"
"nace_94_11","nace_94_1","94.11","Activities of business and employers membership organisations"
"nace_94_12","nace_94_1","94.12","Activities of professional membership organisations"
"nace_94_2","nace_94","94.2","Activities of trade unions"
"nace_94_20","nace_94_2","94.20","Activities of trade unions"
"nace_94_9","nace_94","94.9","Activities of other membership organisations"
"nace_94_91","nace_94_9","94.91","Activities of religious organisations"
"nace_94_92","nace_94_9","94.92","Activities of political organisations"
"nace_94_99","nace_94_9","94.99","Activities of other membership organisations n.e.c."
"nace_95","nace_S","95","Repair of computers and personal and household goods"
"nace_95_1","nace_95","95.1","Repair of computers and communication equipment"
"nace_95_11","nace_95_1","95.11","Repair of computers and peripheral equipment"
"nace_95_12","nace_95_1","95.12","Repair of communication equipment"
"nace_95_2","nace_95","95.2","Repair of personal and household goods"
"nace_95_21","nace_95_2","95.21","Repair of consumer electronics"
"nace_95_22","nace_95_2","95.22","Repair of household appliances and home and garden equipment"
"nace_95_23","nace_95_2","95.23","Repair of footwear and leather goods"
"nace_95_24","nace_95_2","95.24","Repair of furniture and home furnishings"
"nace_95_25","nace_95_2","95.25","Repair of watches, clocks and jewellery"
"nace_95_29","nace_95_2","95.29","Repair of other personal and household goods"
"nace_96","nace_S","96","Other personal service activities"
"nace_96_0","nace_96","96.0","Other personal service activities"
"nace_96_01","nace_96_0","96.01","Washing and (dry-)cleaning of textile and fur products"
"nace_96_02","nace_96_0","96.02","Hairdressing and other beauty treatment"
"nace_96_03","nace_96_0","96.03","Funeral and related activities"
"nace_96_04","nace_96_0","96.04","Physical well-being activities"
"nace_96_09","nace_96_0","96.09","Other personal service activities n.e.c."
"nace_T","nace_root","T","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS; U0NDIFFERENTIATED GOODS- AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE"
"nace_97","nace_T","97","Activities of households as employers of domestic personnel"
"nace_97_0","nace_97","97.0","Activities of households as employers of domestic personnel"
"nace_97_00","nace_97_0","97.00","Activities of households as employers of domestic personnel"
"nace_98","nace_T","98","Undifferentiated goods- and services-producing activities of private households for own use"
"nace_98_1","nace_98","98.1","Undifferentiated goods-producing activities of private households for own use"
"nace_98_10","nace_98_1","98.10","Undifferentiated goods-producing activities of private households for own use"
"nace_98_2","nace_98","98.2","Undifferentiated service-producing activities of private households for own use"
"nace_98_20","nace_98_2","98.20","Undifferentiated service-producing activities of private households for own use"
"nace_U","nace_root","U","ACTIVITIES OF EXTRATERRITORIAL ORGANISATIONS AND BODIES"
"nace_99","nace_U","99","Activities of extraterritorial organisations and bodies"
"nace_99_0","nace_99","99.0","Activities of extraterritorial organisations and bodies"
"nace_99_00","nace_99_0","99.00","Activities of extraterritorial organisations and bodies"
